target_end_date,quantile,location_name,value,location,forecast_date
2022-01-29,0.3,Alaska,73.41045046087231,02,2022-01-24
2022-01-29,0.35,Alaska,79.13734069392396,02,2022-01-24
2022-01-29,0.4,Alaska,84.83920147991964,02,2022-01-24
2022-01-29,0.45,Alaska,90.66353811706703,02,2022-01-24
2022-01-29,0.5,Alaska,96.73246047921687,02,2022-01-24
2022-01-29,0.55,Alaska,103.14832561492369,02,2022-01-24
2022-01-29,0.6,Alaska,110.07696148863883,02,2022-01-24
2022-01-29,0.65,Alaska,117.75364549413706,02,2022-01-24
2022-01-29,0.7,Alaska,126.5173228914538,02,2022-01-24
2022-01-29,0.75,Alaska,136.96115449643543,02,2022-01-24
2022-01-29,0.8,Alaska,150.13243424426483,02,2022-01-24
2022-01-29,0.85,Alaska,168.2425673356918,02,2022-01-24
2022-01-29,0.9,Alaska,197.2994692921293,02,2022-01-24
2022-01-29,0.95,Alaska,261.46370726282794,02,2022-01-24
2022-01-29,0.975,Alaska,351.81790294437286,02,2022-01-24
2022-01-29,0.99,Alaska,539.7359407588363,02,2022-01-24
2022-02-05,0.01,Alaska,17.06711216144851,02,2022-01-24
2022-02-05,0.025,Alaska,24.66408630583883,02,2022-01-24
2022-02-05,0.05,Alaska,32.726034687540995,02,2022-01-24
2022-02-05,0.1,Alaska,43.838922259432515,02,2022-01-24
2022-02-05,0.15,Alaska,52.4640541170782,02,2022-01-24
2022-02-05,0.2,Alaska,59.984352164536894,02,2022-01-24
2022-02-05,0.25,Alaska,66.93051267267995,02,2022-01-24
2022-02-05,0.3,Alaska,73.56122632169608,02,2022-01-24
2022-02-05,0.35,Alaska,80.09737304860332,02,2022-01-24
2022-02-05,0.4,Alaska,86.67698960893149,02,2022-01-24
2022-02-05,0.45,Alaska,93.4199521713708,02,2022-01-24
2022-02-05,0.5,Alaska,100.46605254552037,02,2022-01-24
2022-02-05,0.55,Alaska,107.91017599564195,02,2022-01-24
2022-02-05,0.6,Alaska,115.93994042690008,02,2022-01-24
2022-02-05,0.65,Alaska,124.82866079035152,02,2022-01-24
2022-02-05,0.7,Alaska,134.9715000242725,02,2022-01-24
2022-02-05,0.75,Alaska,147.06110864527997,02,2022-01-24
2022-02-05,0.8,Alaska,162.33092222661264,02,2022-01-24
2022-02-05,0.85,Alaska,183.4512389252679,02,2022-01-24
2022-02-05,0.9,Alaska,217.59010523401724,02,2022-01-24
2022-02-05,0.95,Alaska,292.3056232320826,02,2022-01-24
2022-02-05,0.975,Alaska,395.3059477315006,02,2022-01-24
2022-02-05,0.99,Alaska,593.4220277499076,02,2022-01-24
2022-02-12,0.01,Alaska,15.075716752181558,02,2022-01-24
2022-02-12,0.025,Alaska,22.18781327748646,02,2022-01-24
2022-02-12,0.05,Alaska,30.127706821033602,02,2022-01-24
2022-02-12,0.1,Alaska,41.58737092126024,02,2022-01-24
2022-02-12,0.15,Alaska,50.755607768675446,02,2022-01-24
2022-02-12,0.2,Alaska,58.8956877544247,02,2022-01-24
2022-02-12,0.25,Alaska,66.49430648349002,02,2022-01-24
2022-02-12,0.3,Alaska,73.83421652661525,02,2022-01-24
2022-02-12,0.35,Alaska,81.11112319705309,02,2022-01-24
2022-02-12,0.4,Alaska,88.45032952159748,02,2022-01-24
2022-02-12,0.45,Alaska,95.9759149215369,02,2022-01-24
2022-02-12,0.5,Alaska,103.84701827004798,02,2022-01-24
2022-02-12,0.55,Alaska,112.21441889667877,02,2022-01-24
2022-02-12,0.6,Alaska,121.30681258623036,02,2022-01-24
2022-02-12,0.65,Alaska,131.48810559122728,02,2022-01-24
2022-02-12,0.7,Alaska,143.35264208991296,02,2022-01-24
2022-02-12,0.75,Alaska,157.96139430314108,02,2022-01-24
2022-02-12,0.8,Alaska,177.28779674250936,02,2022-01-24
2022-02-12,0.85,Alaska,205.6261735726826,02,2022-01-24
2022-02-12,0.9,Alaska,254.7198204467481,02,2022-01-24
2022-02-12,0.95,Alaska,372.156804750222,02,2022-01-24
2022-02-12,0.975,Alaska,540.8306156112063,02,2022-01-24
2022-02-12,0.99,Alaska,844.654059686507,02,2022-01-24
2022-02-19,0.01,Alaska,13.08432134291461,02,2022-01-24
2022-02-19,0.025,Alaska,19.711540249134092,02,2022-01-24
2022-02-19,0.05,Alaska,27.529378954526198,02,2022-01-24
2022-02-19,0.1,Alaska,39.33581958308795,02,2022-01-24
2022-02-19,0.15,Alaska,49.04716142027269,02,2022-01-24
2022-02-19,0.2,Alaska,57.807023344312505,02,2022-01-24
2022-02-19,0.25,Alaska,66.0581002943001,02,2022-01-24
2022-02-19,0.3,Alaska,74.10720673153438,02,2022-01-24
2022-02-19,0.35,Alaska,82.12487334550286,02,2022-01-24
2022-02-19,0.4,Alaska,90.2236694342635,02,2022-01-24
2022-02-19,0.45,Alaska,98.53187767170301,02,2022-01-24
2022-02-19,0.5,Alaska,107.22798399457558,02,2022-01-24
2022-02-19,0.55,Alaska,116.51866179771561,02,2022-01-24
2022-02-19,0.6,Alaska,126.67368474556064,02,2022-01-24
2022-02-19,0.65,Alaska,138.14755039210306,02,2022-01-24
2022-02-19,0.7,Alaska,151.73378415555337,02,2022-01-24
2022-02-19,0.75,Alaska,168.86167996100215,02,2022-01-24
2022-02-19,0.8,Alaska,192.24467125840607,02,2022-01-24
2022-02-19,0.85,Alaska,227.8011082200974,02,2022-01-24
2022-02-19,0.9,Alaska,291.8495356594789,02,2022-01-24
2022-02-19,0.95,Alaska,452.0079862683614,02,2022-01-24
2022-02-19,0.975,Alaska,686.3552834909123,02,2022-01-24
2022-02-19,0.99,Alaska,1095.8860916231067,02,2022-01-24
2022-01-22,0.01,Arizona,13.250033850813784,04,2022-01-24
2022-01-22,0.025,Arizona,18.828524707157058,04,2022-01-24
2022-01-22,0.05,Arizona,25.671182419480132,04,2022-01-24
2022-01-22,0.1,Arizona,37.383952835355615,04,2022-01-24
2022-01-22,0.15,Arizona,44.489876930489054,04,2022-01-24
2022-01-22,0.2,Arizona,50.01536449764422,04,2022-01-24
2022-01-22,0.25,Arizona,54.80264746920303,04,2022-01-24
2022-01-22,0.3,Arizona,59.185698655862566,04,2022-01-24
2022-01-22,0.35,Arizona,63.3643098758744,04,2022-01-24
2022-01-22,0.4,Arizona,67.51147008150254,04,2022-01-24
2022-01-22,0.45,Arizona,71.72888608914462,04,2022-01-24
2022-01-22,0.5,Arizona,76.10615176999524,04,2022-01-24
2022-01-22,0.55,Arizona,80.747394145137,04,2022-01-24
2022-01-22,0.6,Arizona,85.79366379630046,04,2022-01-24
2022-01-22,0.65,Arizona,91.43274786120345,04,2022-01-24
2022-01-22,0.7,Arizona,97.94601888848266,04,2022-01-24
2022-01-22,0.75,Arizona,105.84014658652205,04,2022-01-24
2022-01-22,0.8,Arizona,116.02236512045047,04,2022-01-24
2022-01-22,0.85,Arizona,130.49153028246718,04,2022-01-24
2022-01-22,0.9,Arizona,155.13031353158914,04,2022-01-24
2022-01-22,0.95,Arizona,214.33554545969167,04,2022-01-24
