qid,DOA,interval,densityValue,created_time,published_time,resolve_time,target_end_date,location_name,b,exponent
9324,2022-01-24,5.397131390694253,0.02654,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,5.5612611674056,0.02826,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,5.730382222196587,0.03012,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,5.9046463426183085,0.03214,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,6.084209932165968,0.03435,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,6.269234150652318,0.03676,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,6.459885058849932,0.0394,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,6.656333767532123,0.04228,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,6.8587565910462835,0.04545,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,7.067335205557481,0.04893,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,7.282256812104321,0.05275,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,7.503714304613432,0.05696,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,7.731906443023373,0.06159,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,7.967038031673321,0.06671,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,8.209320103116672,0.07236,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,8.458970107524513,0.0786,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,8.716212107848941,0.08552,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,8.981276980921441,0.09321,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,9.254402624666753,0.10174,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,9.535834171618225,0.11126,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,9.825824208926322,0.12188,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,10.124633005057664,0.13376,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,10.432528743388147,0.14707,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,10.74978776289976,0.16202,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,11.076694806197096,0.17883,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,11.413543275066223,0.19773,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,11.76063549380521,0.219,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,12.118282980562704,0.24287,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,12.486806726928052,0.26959,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,12.866537486023917,0.29933,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,13.257816069359947,0.33219,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,13.660993652713952,0.3681,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,14.076432091315061,0.40681,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,14.504504244611809,0.44787,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,14.945594310916587,0.49057,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,15.400098172226802,0.53407,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,15.868423749532276,0.57747,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,16.350991368927726,0.62002,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,16.84823413885889,0.66125,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,17.360598338841,0.70347,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,17.888543819998315,0.74906,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,18.432544417784353,0.79827,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,18.99308837725312,0.85135,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,19.570678791263113,0.90858,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,20.165834052007337,0.97023,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,20.779088316274617,1.03659,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,21.410991984859717,1.10793,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,22.062112196552654,1.18454,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,22.733033337150463,1.26668,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,23.424357563948316,1.35459,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,24.136705346180648,1.4485,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,24.87071602189751,1.54857,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,25.627048371775746,1.65494,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,26.4063812103801,1.76763,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,27.209413995404972,1.8866,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,28.036867455443485,2.01168,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,28.889484236847355,2.14258,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,29.768029570258218,2.27881,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,30.673291957408438,2.41974,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,31.606083878807954,2.56451,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,32.56724252295235,2.71208,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,33.55763053770639,2.86116,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,34.57813680453773,3.01047,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,35.62967723629533,3.15843,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,36.71319559924893,3.30308,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,37.82966436012703,3.44206,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,38.98008555891391,3.57309,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,40.165491708188846,3.69392,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,41.38694671981466,3.80239,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,42.645546859807496,3.89646,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,43.94242173224471,3.97435,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,45.278735293093824,4.03489,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,46.655686894872716,4.07932,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,48.07451236307851,4.10829,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,49.53648510535112,4.12135,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,51.04291725436731,4.11831,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,52.5951608454905,4.09893,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,54.194609030233934,4.0634,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,55.84269732662556,4.01241,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,57.54090490759744,3.94516,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,59.29075592855581,3.86233,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,61.093820895323105,3.76568,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,62.95171807368,3.65717,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,64.8661149417725,3.53883,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,66.83872968668724,3.41267,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,68.87133274653877,3.28059,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,70.96574839945251,3.14432,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,73.12385640086946,3.00558,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,75.34759367064221,2.86647,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,77.63895603143678,2.72823,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,79.99999999999999,2.59179,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,82.4328446329002,2.45791,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,84.93967342839827,2.32718,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,87.52273628615546,2.20006,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,90.18435152653689,2.07693,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,92.92690797132337,1.95809,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,95.75286708769895,1.84374,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,98.66476519743789,1.73406,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,101.66521575327468,1.62917,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,104.75691168449964,1.52914,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,107.9426278138851,1.43401,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,111.22522334811198,1.34377,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,114.60764444393176,1.25839,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,118.0929268523662,1.1778,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,121.68419864331935,1.10191,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,125.38468301304638,1.03058,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,129.19770117699858,0.9637,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,133.12667535064242,0.90108,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,137.17513182092566,0.84256,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,141.34670411114956,0.78797,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,145.64513624208638,0.73709,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,150.07428609226864,0.68975,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,154.6381288604674,0.64575,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,159.3407606334664,0.60488,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,164.18640206233349,0.56695,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,169.1794021504902,0.53178,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,174.32424215697878,0.49917,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,179.62553961842883,0.46896,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,185.088052493335,0.44097,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,190.71668343236453,0.41504,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,196.5164841785265,0.39101,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,202.49266010115326,0.36874,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,208.65057486776297,0.3481,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,214.99575525799526,0.32895,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,221.5338961239419,0.31117,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,228.2708655013245,0.29465,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,235.21270987610427,0.27929,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,242.36565961125422,0.26499,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,249.736134538561,0.25167,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,257.3307497204783,0.2393,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,265.15632138719894,0.22785,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,273.2198730542789,0.21723,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,281.5286418263011,0.20739,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,290.0900848922361,0.19826,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,298.9118862183317,0.18979,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,308.00196344453605,0.18193,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,317.3684749906453,0.17462,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,327.01982737855434,0.16783,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
9324,2022-01-24,336.9646827771777,0.16152,2022-01-11T15:38:38.293426Z,2022-01-12T16:00:00Z,2022-01-24T17:00:00Z,2022-01-22,New York,4.0,5.991464547107982
